source,ref,field,error_type,message,span,snippet
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q73","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 3:   $̲ at two points:…","  $ at two points: ","We must find the second derivative of the function $$f(x)=\begin{cases}x^{3}\sin\!\left(\dfrac{1}{x}\right), & x\neq 0\\[4pt]0,&x=0\end{cases}$$ at two points: $$x=\dfrac{2}{\pi}$$ and $$x=0$$, and th"
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q73","q[4]","Unexpected character: '\'","KaTeX parse error: Unexpected character: '\' at position 13: [x^{3}\bigr]\̲","[x^{3}\bigr]\","We must find the second derivative of the function $$f(x)=\begin{cases}x^{3}\sin\!\left(\dfrac{1}{x}\right), & x\neq 0\\[4pt]0,&x=0\end{cases}$$ at two points: $$x=\dfrac{2}{\pi}$$ and $$x=0$$, and th"
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q73","q[4]","Unexpected character: '\'","KaTeX parse error: Unexpected character: '\' at position 13: [x^{3}\bigr]\̲","[x^{3}\bigr]\","We must find the second derivative of the function $$f(x)=\begin{cases}x^{3}\sin\!\left(\dfrac{1}{x}\right), & x\neq 0\\[4pt]0,&x=0\end{cases}$$ at two points: $$x=\dfrac{2}{\pi}$$ and $$x=0$$, and th"
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q73","q[4]","Unexpected character: '\'","KaTeX parse error: Unexpected character: '\' at position 44: …x}\right)\Bigr]\̲","[3x^{2}\sin\!\left(\frac{1}{x}\right)\Bigr]\","We must find the second derivative of the function $$f(x)=\begin{cases}x^{3}\sin\!\left(\dfrac{1}{x}\right), & x\neq 0\\[4pt]0,&x=0\end{cases}$$ at two points: $$x=\dfrac{2}{\pi}$$ and $$x=0$$, and th"
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q81","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 113: …_i - 2i)\right]$̲\left[\prod_{i=…","E = \prod_{i=1}^{4}(x_i^2 - (-4)) = \prod_{i=1}^{4}(x_i - 2i)(x_i + 2i) = \left[\prod_{i=1}^{4}(x_i - 2i)\right]$\left[\prod_{i=1}^{4}(x_i + 2i)\right]","Let the given polynomial be $P(x) = 4x^4 + 8x^3 - 17x^2 - 12x + 9$. Since $x_1, x_2, x_3, x_4$ are the roots of $P(x)=0$, we can write the polynomial in factored form as $P(x) = 4 \prod_{i=1}^{4}(x - "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Expected & or \\ or \cr or \end at end of input: …\hat j & \hat k","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …\hat j & \hat k"," \vec a \times  \vec b = \begin{vmatrix} \hat i & \hat j & \hat k","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\end' at position 19: …] 3 \& 4 \& -5 \̲e̲n̲d̲{vmatrix} = \bi…","2pt] 3 \& 4 \& -5 \end{vmatrix} = \bigl((-3)(-5)-4\cdot4\bigr)\hat i - \bigl(2(-5)-4\cdot3\bigr)\hat j + \bigl(2\cdot4-(-3)\cdot3\bigr)\hat k","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Expected & or \\ or \cr or \end at end of input: …\hat j & \hat k","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …\hat j & \hat k"," \vec a \times  \vec c = \begin{vmatrix} \hat i & \hat j & \hat k","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\end' at position 18: …t] x \& y \& z \̲e̲n̲d̲{vmatrix} = \bi…","2pt] x \& y \& z \end{vmatrix} = \bigl(-3z-4y\bigr)\hat i + \bigl(-2z+4x\bigr)\hat j + \bigl(2y+3x\bigr)\hat k.","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Expected & or \\ or \cr or \end at end of input: …\hat j & \hat k","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …\hat j & \hat k"," \vec b \times  \vec c = \begin{vmatrix} \hat i & \hat j & \hat k","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\end' at position 18: …t] x \& y \& z \̲e̲n̲d̲{vmatrix} = (4z…","2pt] x \& y \& z \end{vmatrix} = (4z+5y)\hat i + \bigl(-(3z+5x)\bigr)\hat j + (3y-4x)\hat k.","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Expected & or \\ or \cr or \end at end of input: …&= 2 \quad -(3)","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …&= 2 \quad -(3)","  \begin{aligned} z + y &= 2 \quad -(3)","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\end' at position 30: …= 4 \quad -(5) \̲e̲n̲d̲{aligned} ","2pt] x - 5y \&= 4 \quad -(5) \end{aligned} ","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 20: …\; x = 14 - 5z.$̲ Put this \in ","(4):\; x = 14 - 5z.$ Put this \in ","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \hat","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \hat","\hat","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \hat","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \hat","\hat","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \hat","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \hat","\hat","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q89","q[0]","Unexpected end of input in a macro argument, expected '}' at end of input: \vec","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \vec","\vec","We are given $$\vec a = 2\hat i - 3\hat j + 4\hat k,\; \vec b = 3\hat i + 4\hat j - 5\hat k,\; \vec c = x\hat i + y\hat j + z\hat k$$ The vector equation is $$\vec a \times (\vec b + \vec c) + \vec b "
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q4","q[4]","Undefined control sequence: \diameter","KaTeX parse error: Undefined control sequence: \diameter at position 4: I_{\̲d̲i̲a̲m̲e̲t̲e̲r̲} = \frac{1}{4}…","I_{\diameter} = \frac{1}{4}mR^2 + \frac{1}{12}mL^2","Let the mass of each cylinder be $$m = \frac{M}{4}$$. The moment of inertia of a solid cylinder of mass $$m$$, radius $$R$$ and length $$L$$ about a diameter of its circular cross section (axis throug"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q30","q[0]","Undefined control sequence: \f","KaTeX parse error: Undefined control sequence: \f at position 30: …{abs}} \propto \̲f̲\frac{1}{\Delta…","\lambda_{\text{abs}} \propto \f\frac{1}{\Delta_{t}} \quad-(2)","In a tetrahedral complex, the splitting of the d-orbitals is denoted by $$\Delta_{t}$$. The energy of light absorbed, $$E_{\text{abs}}$$, is directly proportional to this splitting: $$E_{\text{abs}} \"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q44","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 21: …frac{[Fe^{2+}]}$̲}{[Fe^{3+}]\$\,…","Q = \frac{[Fe^{2+}]}$}{[Fe^{3+}]\$\,$[Cl^{-}]\${}","Let us write the two half‐reactions with their standard reduction potentials: AgCl(s) + e- → Ag(s) + Cl- ; E° = +0.222 V Fe3+ + e- → Fe2+ ; E° = +0.771 V Since the Fe3+/Fe2+ couple has the higher E°, "
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q44","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 63: …frac{[Fe^{2+}]}$̲}{[Fe^{3+}]\$\,…","E_{cell} = 0.549 \;-\; \frac{RT}{F}\ln\!\Bigl(\frac{[Fe^{2+}]}$}{[Fe^{3+}]\$\,$[Cl^{-}]\${}\Bigr)","Let us write the two half‐reactions with their standard reduction potentials: AgCl(s) + e- → Ag(s) + Cl- ; E° = +0.222 V Fe3+ + e- → Fe2+ ; E° = +0.771 V Since the Fe3+/Fe2+ couple has the higher E°, "
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q60","q[0]","Expected & or \\ or \cr or \end at end of input: …,\,\dfrac{1}{2}","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …,\,\dfrac{1}{2}"," f(x)=\begin{cases}\dfrac{ax^{2}+2ax+3}{4x^{2}+4x-3}, & x\neq-\dfrac{3}{2},\,\dfrac{1}{2}","The given function is $$f(x)=\begin{cases}\dfrac{ax^{2}+2ax+3}{4x^{2}+4x-3}, & x\neq-\dfrac{3}{2},\,\dfrac{1}{2}\\[4pt] b, & x=-\dfrac{3}{2},\,\dfrac{1}{2}\end{cases}$$ Step 1: Determine $$a$$ using c"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q60","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 3:   $̲ Step 1: Determ…","  $ Step 1: Determine ","The given function is $$f(x)=\begin{cases}\dfrac{ax^{2}+2ax+3}{4x^{2}+4x-3}, & x\neq-\dfrac{3}{2},\,\dfrac{1}{2}\\[4pt] b, & x=-\dfrac{3}{2},\,\dfrac{1}{2}\end{cases}$$ Step 1: Determine $$a$$ using c"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q61","q[4]","Undefined control sequence: \amp","KaTeX parse error: Undefined control sequence: \amp at position 3: 0 \̲a̲m̲p̲;le; k \amp;le;…","0 \amp;le; k \amp;le; 4\,. ","Equation of the given line is $$3x + y + 6 = 0$$, whose slope is found by writing $$y = -3x - 6$$, so $$m_2 = -3$$. A line perpendicular to this must satisfy $$m_1\,m_2 = -1$$, hence $$m_1 = \frac{1}{"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q61","q[4]","Undefined control sequence: \amp","KaTeX parse error: Undefined control sequence: \amp at position 3: 0 \̲a̲m̲p̲;le; 1 + k \amp…","0 \amp;le; 1 + k \amp;le; 4 \implies -1 \amp;le; k \amp;le; 3\,. ","Equation of the given line is $$3x + y + 6 = 0$$, whose slope is found by writing $$y = -3x - 6$$, so $$m_2 = -3$$. A line perpendicular to this must satisfy $$m_1\,m_2 = -1$$, hence $$m_1 = \frac{1}{"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q61","q[4]","Undefined control sequence: \amp","KaTeX parse error: Undefined control sequence: \amp at position 3: 0 \̲a̲m̲p̲;le; k \amp;le;…","0 \amp;le; k \amp;le; 3\,. ","Equation of the given line is $$3x + y + 6 = 0$$, whose slope is found by writing $$y = -3x - 6$$, so $$m_2 = -3$$. A line perpendicular to this must satisfy $$m_1\,m_2 = -1$$, hence $$m_1 = \frac{1}{"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q61","q[4]","Undefined control sequence: \amp","KaTeX parse error: Undefined control sequence: \amp at position 3: 0 \̲a̲m̲p̲;le; x \amp;le;…","0 \amp;le; x \amp;le; 3","Equation of the given line is $$3x + y + 6 = 0$$, whose slope is found by writing $$y = -3x - 6$$, so $$m_2 = -3$$. A line perpendicular to this must satisfy $$m_1\,m_2 = -1$$, hence $$m_1 = \frac{1}{"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q61","q[4]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 54: …gr)\,dx = \Bigl$̲[\tfrac{1}{6}x^…","\int_{0}^{3}\Bigl(\tfrac{1}{3}x + k\Bigr)\,dx = \Bigl$[\tfrac{1}{6}x^2 + kx\Bigr]_{0}^{3} = \frac{9}{6} + 3k = 1.5 + 3k\,. \quad-(1)","Equation of the given line is $$3x + y + 6 = 0$$, whose slope is found by writing $$y = -3x - 6$$, so $$m_2 = -3$$. A line perpendicular to this must satisfy $$m_1\,m_2 = -1$$, hence $$m_1 = \frac{1}{"
"Mock:JEE Main 2026 Jan 23 shift 1","375d983e-0c70-4d5c-b925-d2303737eabd#Q67","q[5]","Undefined control sequence: \f","KaTeX parse error: Undefined control sequence: \f at position 1: \̲f̲\frac{x^{2}}{2}…","\f\frac{x^{2}}{2}+\f\frac{y^{2}}{1}=","Let the line y - x = l intersect the ellipse $$\f\frac{x^{2}}{2}+\f\frac{y^{2}}{1}=$$ at the points A and B. Then the angle made by the line segment AB at the center of the ellipse is:"
"Mock:JEE Main 2025 April 2 shift 2","1438dc76-2501-464e-b588-f75550636b60#Q4","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 52: …{2}{3}}\right]}$̲}","\boxed{4\pi r^{2}T\left[2 - 2^{\frac{2}{3}}\right]}$}","When a liquid drop is formed, its surface possesses energy equal to (surface tension) × (surface area). Hence the change in surface energy equals the change in surface area multiplied by the surface t"
"Mock:JEE Main 2025 April 2 shift 2","1438dc76-2501-464e-b588-f75550636b60#Q20","q[4]","Invalid delimiter '…' after '…'","KaTeX parse error: Invalid delimiter '\$' after '\Big' at position 62: …^{2})^{1/2}\Big\̲$̲[(z^{2}+R^{2})-…","  \begin{aligned} \text{Numerator} &= (z^{2}+R^{2})^{1/2}\Big\$[(z^{2}+R^{2})-3z^{2}\Big]$ \\ &= (z^{2}+R^{2})^{1/2}\Big\$[-2z^{2}+R^{2}\Big]$ \end{aligned} ","The ring lies in the $$xy$$-plane with its centre at the origin and has radius $$R = a\sqrt{2}$$. The linear charge density is uniform; therefore the axial electric field depends only on the distance "
"Mock:JEE Main 2025 April 2 shift 2","1438dc76-2501-464e-b588-f75550636b60#Q34","q[1]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 19: …gX \xrightarrow$̲[(ii) H_3O^+]\$…","R-MgX \xrightarrow$[(ii) H_3O^+]\${(i) CO_2}","Consider the following reactions. From these reactions which reaction will give carboxylic acid as a major product ? (A) $$R-C \equiv N \xrightarrow[\text{mild condition}]{(i) H^+/H_2O}$$ (B) $$R-MgX "
"Mock:JEE Main 2025 April 2 shift 2","1438dc76-2501-464e-b588-f75550636b60#Q34","q[1]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 26: … N \xrightarrow$̲[(ii) H_3O^+]\$…","R-C \equiv N \xrightarrow$[(ii) H_3O^+]\${(i) SnCl_2/HCl}","Consider the following reactions. From these reactions which reaction will give carboxylic acid as a major product ? (A) $$R-C \equiv N \xrightarrow[\text{mild condition}]{(i) H^+/H_2O}$$ (B) $$R-MgX "
